,txt,sentiment,num_of_words
6160,frasier: a great dvd by usher; i love his music. the perfromances are great and the songs make you want watch the dvd over and over again. i recommend that you buy this one.,1,34
6161,an 80's classic!: i don't know what it is about this movie but it's a classic 80's flick! mark harmon is at his best. the plot is a little predictable but it's entertaining and takes you back to the decade past.,1,41
6166,great for kids who like to work with their hands...: this kept my grandson busy for a long time and they are very durable. he made many different things with them.,1,31
6173,xinhua dictionary chinese / english translation: i got this for my son who wants to go to china. he is pleased and is starting to speak a little of the language already. good book.,1,34
6182,it's a good book: this is the first in a series of very good books following the life of a prehistoric woman. she uses creativity intelligence to live in a difficult environment.,1,32
6185,"well researched, educational, and realistic!: an inspiring depiction of a woman. i received this from my mother in junior high school, i only read this recently. i wish i had read it sooner. i have sent this series to all my friends. i can't wait for the next book!",1,49
6193,not the same as pitchure: the book dose the job as far as that goes and it is a used book but i was expecting a newer book going by the pitchure,1,32
6195,best book ever: this first book in my 62 years that has make me laugh & cry. it is an amazing story of a young women who suffering made her stronger to survive & to love unconditionally.,1,37
6197,awesome reading: this book is the start of an incredible journey. it gives an insight to our origins in such a way that you can no longer doubt ourroots. ayla is the epitome of all of us!,1,37
6200,clan of the cave bear by jean m. auel: i have read this book a few times since it came out. it had to be replaced because it was faling apart and i could not find anyone to repair it. looking forward to getting the last book in the series in hardback.,1,52
6207,"very exiting series: i read those books, few years back and i'm still thinking about them, i would love to have another book that would continue the story. i miss the caracters. is there ever going to be another book??????????????????????",1,40
6227,added to my collection: i had almost all of the jean auel's books and needed this one to complete my collection. it turned out to be a book club size and i traded it to a friend for the full size version.,1,42
