,txt,sentiment,num_of_words
39183,i really do like women just not these: i just could not get in to this and had it because it has certain items i needed to know.,0,28
39241,creative music: lester bowie seems to always be creative and no two recordings of the same tune is the same. very great music.,1,23
39304,great movie: the movies was great. i really enjoyed the content as well as the speed that i recieved the merchandise thanks,1,22
39319,wrong movie: this dvd does not contain the original movie with charles boyer. it is a later version with a lower quality of cast and poor acting.,0,27
39330,a disappointament: deals disappointingly little with the engine for which i had hoped to use it as a reference.,0,19
39345,"product review: product was exactly what i ordered. got this cd,, exactly what i wanted. received it on a timely bases too",1,22
39416,harley decals: i purchased these for my husband and he loves them! they stuck to the car windows easy! they are great,1,22
39479,great work: this book is a masterpiece of fiction. until you read the book you don't realize just how influential this story is in western literature.,1,26
39493,wonderful!: a great story by a great author! one of my favorite books. i highly recommend to anyone who loves to read.,1,22
39518,"a pretty good book: this was a pretty good book. some parts of it were hard to understand, but most of it was ok.",1,24
39531,"bad book: the book was boring, poopy, i didn't like it at all, had to read it for school, not a good time",0,23
39587,a masterpiece: all that can be expected from great english classic is here. this is arguably the best piece written by dickens,1,22
39596,classic must read: this is a true classic that everyone should read at least once in their lives. i loved it and will read it again and again!,1,28
39604,"loved this book!: i didn't want this book it to end. would highly recommend it for all ages. am renting the movie this week, too!",1,25
39613,"not for me: i know this is a classics which is why i wanted to read it,but i just couldn't get there. it just wasn't for me",0,27
39615,"abridged copy: this book is not the full version, despite the length. there's no indication of this until you get inside the book.",0,23
39645,funking exelen!: i havent read it yet but it shows diskousting:)i hate this book and i hope my mates of aal <vasos > help me finisk it.chill out,0,28
39717,a classic: one of the best sports movies ever made. a true classic. need i say more? if you've never seen it you're missing out.,1,25
39718,great: great movie and would recommend it to anyone. one of the best sports movies i have ever seen. get it,1,21
39740,"really good service: the quality is good , the service is good. i will recommend it to my friendsi am very satisfied",1,22
39749,"works: the products works and thats all that i wanted. good, cheap product and it arrived very quickly. would recommend it.",1,21
39780,"bad ambient music: after all the great mixes over the years, this is a horrible disapointment. i am already selling this back used.",0,23
39833,"love it: ""there's no crying in baseball,"" has got to be the best line in movies. loved it and a great movie.",1,22
39835,"i like movies: as someone who likes all kinds of movies, i thought that this selection would be a worthwhile watch. it was great.",1,24
39853,great: this book is highly reflective of its title. i used it for a class at school and it was very helpful.,1,22
39961,great product: these were great for the price have had no problems with them no errors and play extremely clear very durable,1,22
39975,good stuff: this stuff is slick. just a pea sized drop does the trick and it doesn't chafe. will deffinatly buy from these guys again,1,25
39996,excellent product: i would highly recommend this product as it saved me from purchasing a new hose. its constructed from high quality materials and works well@@,1,26
39998,wish i knew it was this easy: i went way to long with a seized nozzle on my hose. i didn't realize it was so simple to repair.,1,28
