Unnamed: 0,txt,sentiment,num_of_words,anon_txt,anon_txt_history,num_replaced,num_lemmatized,num_protected,num_no_change,force_anon_txt,neigbors,num_of_words_after_forcing,num_of_deleting_after_forcing
12857,love it!: it was very funny and fun to watch. i my kids and grandchildren really liked it too. they want to watch it over and over again.,1,28,love it ! : it was very funny and good to watch . i my there and grandchild there there it too . they want to watch it over and over again .,[any] (it!:) (it) (was) (very) [any] (and) [good] (to) [any] (i) (my) {kid} (and) {grandchild} [there] {like} (it) (too.) (they) [any] (to) [any] (it) (over) (and) (over) (again.) ,7,3,15,3,love it ! : it was very funny and good to * . i my there and * there there it too . they * to * it over and over again .,"[308, 749]",24,4
12872,"perfect: the item was delivered earlier than expected, arrived exactly as described (new), and a perfect transaction. thank you!!!!!",1,19,"perfect : the item was deliver hours than there , arrive there as describe ( new ) , and a perfect transaction . thank you ! ! ! ! !",[any] (the) item (was) {deliver} {early} (than) {expect} {arrive} [there] (as) {describe} [any] (and) (a) [any] [any] [any] (you!!!!!) ,6,5,6,2,"perfect : the * was * * than there , * there as * ( new ) , and a perfect * . thank you ! ! ! ! !","[634, 750]",13,6
12898,long live mario brothers: i bought this for a friend. she really liked it. i like her. everything's just fine.,1,20,long live mario daddy : i new this for a daddy . she there there it . i there her . there be just fine .,[any] [any] mario {brother} (i) {buy} (this) (for) (a) [daddy] (she) [there] {like} (it.) (i) [there] (her.) {everything} (just) [any] ,6,4,7,3,long * * * : i new this for a * . she there there it . i there her . there be just * .,"[402, 751]",16,5
12925,"great movie: this is just a great movie, nothin needs to be saidjust watch the movie and you'll know whyo yeah, did i mention, its an awesome movie!",1,28,"great movie : this is just a great movie , nothin there to be saidjust watch the movie and you will there whyo there , did i mention , its an best movie !","[any] [any] (this) (is) (just) (a) [any] [any] [any] {need} (to) (be) saidjust [any] (the) [any] (and) (you'll) [there] whyo [there] (did) (i) mention, (its) (an) [best] [any] ",11,1,12,4,"great * : this is just a great * , * there to be * * the * and you will there * there , did i * , its an good * !","[610, 752]",20,9
12970,"i enjoyed it: i enjoyed the book, it was easy reading, and it helped to clarify why i keep getting the same results in my life.",1,26,"i good it : i good the book , it was easy reading , and it help to clarify why i always there the same result in my there .",(i) {enjoy} (it:) (i) {enjoy} (the) [any] (it) (was) [any] {read} (and) (it) {help} (to) [any] (why) (i) [always] {get} (the) (same) {result} (in) (my) [there] ,5,6,14,1,"i * it : i * the book , it was * * , and it * to * why i always there the same * in my there .","[78, 753]",19,7
13041,one of the best: i use this book almost every lesson for my algebra classes.one of the best for extra practice.,1,21,one of the best : i use this book there this lesson for my algebra classes.one of the best for extra practice .,[any] (of) (the) {good} (i) [any] (this) [any] [there] [this] [any] (for) (my) algebra classes.one (of) (the) {good} (for) [any] [any] ,8,2,9,2,* of the good : i * this book there this lesson for my * *.* of the good for * * .,"[560, 754]",15,7
13127,great book: one of the best and most interesting books i have ever read. i highly recommend it to anyone.,1,20,great book : one of the best and most interesting book i have this read . i highly recommend it to there .,[any] [any] [any] (of) (the) {good} (and) (most) [any] {book} (i) (have) [this] [any] (i) [any] [any] (it) (to) [there] ,9,2,9,0,* book : one of the * and most interesting book i have this * . i * * it to there .,"[59, 755]",15,5
13153,gripping: i could not put this book down. fascinating depiction of human beings struggle for survival. if you enjoyed into thin air you will also enjoy this one.,1,28,grip : i there not put this book down . fascinating depiction of human being problems for survival . if you good into skin air you will also good this one .,{grip} (i) [there] (not) [any] (this) [any] (down.) [any] [any] (of) [any] {being} [problems] (for) [any] (if) (you) {enjoy} (into) [skin] air (you) (will) [any] [good] (this) [any] ,12,3,11,2,* : i there not put this * down . * * of human being * for * . if you good into * * you will * good this * .,"[756, 857]",18,10
13169,for stevie: bought this for my daughter for a course she was taking at uf called women in films. it arrived very promptly at her address.,1,26,for ross : new this for my woman for a course she was there at uf call woman in film . it arrive very promptly at her address .,(for) [ross] {buy} (this) (for) (my) [woman] (for) (a) [any] (she) (was) {take} (at) uf {call} {woman} (in) {film} (it) {arrive} (very) promptly (at) (her) [any] ,4,6,14,2,for * : * this for my woman for a * she was there at * * woman in film . it * very * at her * .,"[757, 928]",18,8
13170,great movie: this is one of my favorite movies of all time. i could not believe the price i picked this cd up for - very reasonable.,1,27,great movie : this is one of my favorite movie of all there . i there not believe the price i pick this hd up for - very reasonable .,[any] [any] (this) (is) [any] (of) (my) [any] {movie} (of) (all) [there] (i) [there] (not) [any] (the) [any] (i) {pick} (this) [hd] (up) (for) - (very) [any] ,10,2,14,1,great movie : this is one of my * movie of all there . i there not * the * i * this * up for - very * .,"[677, 758]",20,6
13213,great condition and prompt delivery: the product was in good condition and it came in the mail in a timely manner.,1,21,great condition and prompt delivery : the includes was in good condition and it come in the mail in a timely manner .,[any] [any] (and) [any] [any] (the) [includes] (was) (in) [any] [any] (and) (it) {come} (in) (the) [any] (in) (a) [any] [any] ,10,1,10,0,* condition and * * : the include was in * condition and it come in the * in a timely manner .,"[608, 759]",16,5
13229,"great!: this is a great, immensely useful and functional product. tivo could use some work but this product is without match.",1,21,"great ! : this is a great , immensely examples and functional includes . tivo there use some work but this includes is while match .",[any] (this) (is) (a) [any] [any] [examples] (and) functional [includes] [wix] [there] [any] (some) [any] (but) (this) [includes] (is) [while] [any] ,12,0,8,1,"* ! : this is a * , * example and * * . * there use some * but this * is while * .","[500, 760]",12,9
13271,great little device!: this item is great. i had no problem getting it set up and running. the price was lower than at other websites.,1,25,great little device ! : this item is great . i had no problem there it set up and there . the price was low than at other website .,[any] [any] [any] (this) item (is) [any] (i) (had) (no) [any] {get} (it) [any] (up) (and) {run} (the) [any] (was) [any] (than) (at) (other) {website} ,8,3,13,1,* * * ! : this * is * . i had no * there it set up and there . the price was * than at other * .,"[486, 761]",17,8
13274,"works great, easy to setup: couldn't be any happier with how this functions, and the setup was as simple as it gets.",1,22,"work great , easy to setup : there not be any thank with how this function , and the setup was as simple as it there .",{work} [any] [any] (to) [any] (couldn't) (be) (any) {happy} (with) (how) (this) {function} (and) (the) [any] (was) (as) [any] (as) (it) {get} ,5,4,12,1,"* * , easy to * : there not be any * with how this * , and the * was as * as it there .","[544, 762]",16,7
13294,my second one: this is the second one that i purchased. i love it. i can see both tivo devices and shared recordings between the two.,1,26,my this one : this is the this one that i includes . i love it . i can there both tivo device and share recording between the there .,(my) [this] [any] (this) (is) (the) [this] [any] (that) (i) {purchase} (i) [any] (it.) (i) (can) [there] (both) [wix] {device} (and) {share} {recording} (between) (the) [there] ,8,4,13,1,my this * : this is the this * that i include . i love it . i can there both * * and * * between the there .,"[763, 809]",20,6
13317,excellent product and easy to install!: this was so easy to install and it works great. i higly recommend it.,1,20,excellent includes and easy to install ! : this was so easy to install and it work great . i higly recommend it .,[any] [includes] (and) [any] (to) [any] (this) (was) (so) [any] (to) [any] (and) (it) {work} [any] (i) higly [any] (it.) ,8,1,9,2,* include and * to * ! : this was so * to * and it work * . i * recommend it .,"[288, 764]",13,7
13378,excellent: i bought this to give temporary window coverings for our living room windows. it was inexpensive and easy to install. i'm very pleased.,1,24,excellent : i new this to there temporary window covering for our living room window . it was inexpensive and easy to install . i be very pleased .,[any] (i) {buy} (this) (to) [there] [any] [any] {covering} (for) (our) {live} [any] {window} (it) (was) [any] (and) [any] (to) [any] {I} (very) {please} ,8,6,10,0,excellent : i new this to there * * * for our * * * . it was * and easy to install . i be very * .,"[765, 805]",17,8
13505,compression shorts: this product works as advertised but is starting to wear and breakdown very easily. durability is the only concern i have with it,1,25,compression short : this includes work as advertised but is start to wear and breakdown very easily . durability is the only concern i have with it,[any] {short} (this) [includes] {work} (as) {advertise} (but) (is) {start} (to) [any] (and) [any] (very) [any] [any] (is) (the) (only) [any] (i) (have) (with) (it) ,7,4,14,0,* * : this include * as * but is * to * and * very * . * is the only * i have with it,"[766, 868]",15,10
13507,i love it!!!!: i love it. it is thick and tight. i would buy more but it is a little too expensive. yes,1,23,i love it ! ! ! ! : i love it . it is thick and tight . i there new more but it is a little too cheaper . there,(i) [any] (it!!!!:) (i) [any] (it.) (it) (is) [any] (and) [any] (i) [there] [free] (more) (but) (it) (is) (a) [any] (too) [cheaper] [there] ,9,0,12,2,i * it ! ! ! ! : i * it . it is * and * . i there new more but it is a little too * . there,"[349, 767]",18,5
