text,annon_sents,neigbors
out of this world: best product microsoft thas ever bought. superb. pity there isnt a linux version available!,the program looks fun but the software i recieved was corupt it wont load on any machine.,"[8, 410, 895]"
highly recommended!: i highly recommend this book for people who want to hear the truth about humans.,i swear there are now more moths than before!!! i highly recommend this book for people who want to hear the truth about,"[383, 896, 778]"
"silly: with ""defenders"" of capitalism like ayn rand, who needs enemies. this isn't really philosophy kids.",hoff writes simple-mindedly: why should anybody want to read a book written by lenin? why should anybody want to read a,"[502, 689, 897]"
"curious, so i bought it: another trying hard wannabe dance diva. she should stick to singing ballads.","maiden rocks, but not in this album: this cd can give you especific details of the weak dickinson voic.","[772, 963, 898]"
is a classic..fondly re-isued: probably will be most cherished momento published for the 100th anniversary....,du maurier is the best at this genre. i really enjoyed this trilogy and plan to read cornwell's entire works.,"[325, 899, 615]"
rebelde in portugese!!!!: i love it!!!! :)where's nosso amor rebelde & celestial?i want to complete my colleccion!rbd rocks!!!!!!,dramtic danny devito's performance as the villianous penguin is outstanding. where's nosso am,"[438, 476, 900]"
drugs must make it better: smoke another doobie if you watch this one. extremely bizarre and disturbing.,ughhhhh!!!!! this is so terrible! stay away from this what ever you do!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"[590, 693, 901]"
skates: the sidewalk skates were just what my granddaughter wanted. she's had them on ever since christmas.,yellowbird 2000 watt professional is one of the best hairblowers i have ever owned.,"[392, 902, 667]"
sucks!!!: stay away from dlink if you expect ease of use or have mixed operating systems (xp and mac)!!!,stay away from dlink if you expect ease of use or have mixed operating systems (xp and mac) dvd will not play in neither my,"[395, 903, 867]"
does not work with a multi-function printer: check this site to see if it is compatible:http://support.dlink.com/faq/view.asp?prod_id=1263&question;=dp-300u%20/%20dp-311u%20/%20dp-301u%20/%20di-704up%20/%20di-824vup%20/%20dp-311u_revb,3: does not work with a multi-function printer: check this site to see if it is compatible:http://support.dlink.,"[633, 812, 904]"
contemporary issues in bioethics (with infotrac ): book arrived in excellent shape and on time with no problems,1: pure archaic drivel: an insult to the intelligence of anyone who has done any research on dream physchology. 3:,"[315, 377, 905]"
nickelback: curb: cd was rockin.cd arrived in a very timely fashion.cd arrived in excellent condition.,nickelback: curb: cd arrived in a very timely fashion.cd arrived in excellent condition. tangerine dream is not my,"[723, 906, 924]"
defective scooter: this product has a defective battery. battery runs out after a few minutesrazor a kick scooter,extended life replacement battery does not last as long as the old battery it replaced. rechargable battery life is getting shorter and shorter quickly ,"[170, 429, 907]"
practical reference: great book that offers good practical advice. will be keen to put into practice.,"if you are looking to get into security as a career, read infosec career hacking. good book!!","[344, 908, 451]"
"a different twist on historical figures: entertaining, but historicaly inaccurate and sometimes silly.","berg's exquisite style never fails, but this trite and irritating story doesn't live up to it.","[703, 909, 835]"
disappointed: sounds like something recorded in someone's garage. no accompanyment. very disappointed in this one.,joseph: very disappointed in the presentation compaired to the stage performance which is what i was looking for. sounds like something recorded,"[214, 215, 910]"
insipid: kraftwerk's music making you want to dress up in plastic and go dancing at a gay german disco.,fawlty towers - if you are a john cleese fan - you won't,"[443, 970, 911]"
"curious george christmas book: a typical curious george book, popular with small children but less so with their parents.",international protocol: a great book for any traveler that covers everything you need to know about international protocol. curious george christmas book: ,"[742, 912, 789]"
disappointing: very disappointing compared to other elmo singing toys. it certainly is not worth the price!,white mountain electric ice cream maker does a great job in a very short time. very disappointing compared to other elmo,"[632, 932, 913]"
"alice in regularland: i expected a little more from tim burton. great visuals, but a not so fun plot.","genius! is tim burton's best (brilliant) work. great visuals, but a not so fun plot ","[468, 914, 752]"
"grwst: excellent in 3d, love the colors , love the actingbest fantasy movieblu ray a mustso funny too","transformers rulz: non-stop action,great soundtrack,best cartoon movie ever. grwst: excellent in 3d, love","[175, 177, 915]"
"my favorite! but...: this version is missing songs...the best ones, too! don't buy it, look for the full version.","this version is missing songs...the best ones, too! don't buy it, look for the full version.","[201, 763, 916]"
"... revealing ""essences"" ...: revealing essences of classic, soul chords and riffs of the 1960s post-shankur, post-beatles music","disappointing poppish sound. like elliot doing more bob dylan/van morisson style. too ""jazze","[355, 625, 917]"
very bad indeed!: ms. morrison is unbelievably amateurish and superficial. this book has little to recommend it but hype.,drek is drek: not well written and hardly anything new. kim is a good. though dated.,"[391, 918, 688]"
